単語a,単語aの品詞,単語b,単語bの品詞,共起頻度,単語aの出現頻度,単語bの出現頻度,単語aと単語bの和集合,Jaccard係数,Dice係数,Simpson係数,相互情報量
予告,名詞,明智探偵,固有名詞,1,17,362,378,0.0026455026455026454,0.005277044854881266,0.058823529411764705,1.0731329218756285
あまり,名詞,怪人二十面相,固有名詞,1,7,543,549,0.0018214936247723133,0.0036363636363636364,0.14285714285714285,1.7682783403472073
怪人二十面相,固有名詞,笑い声,名詞,1,543,2,544,0.001838235294117647,0.003669724770642202,0.5,3.5756332624048115
明智探偵,固有名詞,頭髪,名詞,1,362,2,363,0.0027548209366391185,0.005494505494505495,0.5,4.160595763125968
けこみ,名詞,怪人二十面相,固有名詞,1,1,543,543,0.001841620626151013,0.003676470588235294,1.0,4.5756332624048115
例,名詞,明智探偵,固有名詞,1,6,362,367,0.0027247956403269754,0.005434782608695652,0.16666666666666666,2.5756332624048115
明智探偵,固有名詞,状,名詞,1,362,9,370,0.002702702702702703,0.005390835579514825,0.1111111111111111,1.9906707616836554
め,名詞,怪人二十面相,固有名詞,1,3,543,545,0.001834862385321101,0.003663003663003663,0.3333333333333333,2.9906707616836554
怪人二十面相,固有名詞,虹,名詞,1,543,2,544,0.001838235294117647,0.003669724770642202,0.5,3.5756332624048115
引きだし,名詞,怪人二十面相,固有名詞,1,1,543,543,0.001841620626151013,0.003676470588235294,1.0,4.5756332624048115
明智探偵,固有名詞,興味,名詞,1,362,2,363,0.0027548209366391185,0.005494505494505495,0.5,4.160595763125968
向こう,名詞,明智探偵,固有名詞,1,9,362,370,0.002702702702702703,0.005390835579514825,0.1111111111111111,1.9906707616836554
明智探偵,固有名詞,熱,名詞,1,362,2,363,0.0027548209366391185,0.005494505494505495,0.5,4.160595763125968
ごと,名詞,怪人二十面相,固有名詞,1,1,543,543,0.001841620626151013,0.003676470588235294,1.0,4.5756332624048115
城,名詞,明智探偵,固有名詞,1,17,362,378,0.0026455026455026454,0.005277044854881266,0.058823529411764705,1.0731329218756285
明智探偵,固有名詞,谷口,名詞,1,362,2,363,0.0027548209366391185,0.005494505494505495,0.5,4.160595763125968
たび,名詞,怪人二十面相,固有名詞,1,4,543,546,0.0018315018315018315,0.003656307129798903,0.25,2.5756332624048115
明智探偵,固有名詞,魚,名詞,1,362,1,362,0.0027624309392265192,0.005509641873278237,1.0,5.160595763125968
そうたん,名詞,怪人二十面相,固有名詞,1,1,543,543,0.001841620626151013,0.003676470588235294,1.0,4.5756332624048115
明智探偵,固有名詞,賛辞,名詞,1,362,1,362,0.0027624309392265192,0.005509641873278237,1.0,5.160595763125968
怪人二十面相,固有名詞,煙,名詞,1,543,2,544,0.001838235294117647,0.003669724770642202,0.5,3.5756332624048115
明智探偵,固有名詞,裏口,名詞,1,362,5,366,0.00273224043715847,0.005449591280653951,0.2,2.8386676682386054
怪人二十面相,固有名詞,肝,名詞,1,543,1,543,0.001841620626151013,0.003676470588235294,1.0,4.5756332624048115
あいず,名詞,明智探偵,固有名詞,1,5,362,366,0.00273224043715847,0.005449591280653951,0.2,2.8386676682386054
尊敬,名詞,明智探偵,固有名詞,1,2,362,363,0.0027548209366391185,0.005494505494505495,0.5,4.160595763125968
怪人二十面相,固有名詞,筒口,名詞,1,543,3,545,0.001834862385321101,0.003663003663003663,0.3333333333333333,2.9906707616836554
分署,名詞,明智探偵,固有名詞,1,2,362,363,0.0027548209366391185,0.005494505494505495,0.5,4.160595763125968
づめ,名詞,明智探偵,固有名詞,1,1,362,362,0.0027624309392265192,0.005509641873278237,1.0,5.160595763125968
明智探偵,固有名詞,服,名詞,1,362,6,367,0.0027247956403269754,0.005434782608695652,0.16666666666666666,2.5756332624048115
かたわら,名詞,明智探偵,固有名詞,1,2,362,363,0.0027548209366391185,0.005494505494505495,0.5,4.160595763125968
明智探偵,固有名詞,洋服,名詞,1,362,8,369,0.0027100271002710027,0.005405405405405406,0.125,2.160595763125968
怪人二十面相,固有名詞,隠居,名詞,1,543,2,544,0.001838235294117647,0.003669724770642202,0.5,3.5756332624048115
あいさつ,名詞,明智探偵,固有名詞,1,5,362,366,0.00273224043715847,0.005449591280653951,0.2,2.8386676682386054
明智探偵,固有名詞,紳士,名詞,1,362,12,373,0.002680965147453083,0.0053475935828877,0.08333333333333333,1.5756332624048117
怪人二十面相,固有名詞,然,名詞,1,543,1,543,0.001841620626151013,0.003676470588235294,1.0,4.5756332624048115
けもの,名詞,怪人二十面相,固有名詞,1,1,543,543,0.001841620626151013,0.003676470588235294,1.0,4.5756332624048115
うめき声,名詞,怪人二十面相,固有名詞,1,1,543,543,0.001841620626151013,0.003676470588235294,1.0,4.5756332624048115
明智探偵,固有名詞,百,名詞,1,362,2,363,0.0027548209366391185,0.005494505494505495,0.5,4.160595763125968
承知,名詞,明智探偵,固有名詞,1,6,362,367,0.0027247956403269754,0.005434782608695652,0.16666666666666666,2.5756332624048115
くちびる,名詞,明智探偵,固有名詞,1,7,362,368,0.002717391304347826,0.005420054200542005,0.14285714285714285,2.353240841068364
怪人二十面相,固有名詞,鎌倉,名詞,1,543,3,545,0.001834862385321101,0.003663003663003663,0.3333333333333333,2.9906707616836554
名折れ,名詞,怪人二十面相,固有名詞,1,1,543,543,0.001841620626151013,0.003676470588235294,1.0,4.5756332624048115
てのひら,名詞,怪人二十面相,固有名詞,1,2,543,544,0.001838235294117647,0.003669724770642202,0.5,3.5756332624048115
うす,名詞,怪人二十面相,固有名詞,1,7,543,549,0.0018214936247723133,0.0036363636363636364,0.14285714285714285,1.7682783403472073
明智探偵,固有名詞,番,名詞,1,362,10,371,0.0026954177897574125,0.005376344086021506,0.1,1.8386676682386054
じさ,名詞,怪人二十面相,固有名詞,1,3,543,545,0.001834862385321101,0.003663003663003663,0.3333333333333333,2.9906707616836554
徹夜,名詞,明智探偵,固有名詞,1,5,362,366,0.00273224043715847,0.005449591280653951,0.2,2.8386676682386054
呼び子,名詞,明智探偵,固有名詞,1,1,362,362,0.0027624309392265192,0.005509641873278237,1.0,5.160595763125968
怪人二十面相,固有名詞,時代,名詞,1,543,5,547,0.0018281535648994515,0.0036496350364963502,0.2,2.2537051675174493
ひとりごと,名詞,怪人二十面相,固有名詞,1,6,543,548,0.0018248175182481751,0.0036429872495446266,0.16666666666666666,1.9906707616836554
明智探偵,固有名詞,表門,名詞,1,362,15,376,0.0026595744680851063,0.005305039787798408,0.06666666666666667,1.2537051675174493
びっくり,名詞,怪人二十面相,固有名詞,1,15,543,557,0.0017953321364452424,0.0035842293906810036,0.06666666666666667,0.668742666796293
怪人二十面相,固有名詞,茎,名詞,1,543,1,543,0.001841620626151013,0.003676470588235294,1.0,4.5756332624048115
明智探偵,固有名詞,部署,名詞,1,362,3,364,0.0027472527472527475,0.005479452054794521,0.3333333333333333,3.5756332624048115
めいめい,名詞,明智探偵,固有名詞,1,2,362,363,0.0027548209366391185,0.005494505494505495,0.5,4.160595763125968
ハス,名詞,怪人二十面相,固有名詞,1,1,543,543,0.001841620626151013,0.003676470588235294,1.0,4.5756332624048115
おきまり,名詞,怪人二十面相,固有名詞,1,1,543,543,0.001841620626151013,0.003676470588235294,1.0,4.5756332624048115
うつ,名詞,怪人二十面相,固有名詞,1,2,543,544,0.001838235294117647,0.003669724770642202,0.5,3.5756332624048115
怪人二十面相,固有名詞,痛み,名詞,1,543,3,545,0.001834862385321101,0.003663003663003663,0.3333333333333333,2.9906707616836554
ニヤニヤ,名詞,明智探偵,固有名詞,1,7,362,368,0.002717391304347826,0.005420054200542005,0.14285714285714285,2.353240841068364
ごこち,名詞,明智探偵,固有名詞,1,3,362,364,0.0027472527472527475,0.005479452054794521,0.3333333333333333,3.5756332624048115
半,名詞,明智探偵,固有名詞,1,1,362,362,0.0027624309392265192,0.005509641873278237,1.0,5.160595763125968
失策,名詞,明智探偵,固有名詞,1,4,362,365,0.0027397260273972603,0.00546448087431694,0.25,3.160595763125968
ろう,名詞,明智探偵,固有名詞,1,2,362,363,0.0027548209366391185,0.005494505494505495,0.5,4.160595763125968
明智探偵,固有名詞,評判,名詞,1,362,1,362,0.0027624309392265192,0.005509641873278237,1.0,5.160595763125968
君,名詞,怪人二十面相,固有名詞,1,4,543,546,0.0018315018315018315,0.003656307129798903,0.25,2.5756332624048115
びか,名詞,明智探偵,固有名詞,1,1,362,362,0.0027624309392265192,0.005509641873278237,1.0,5.160595763125968
ヒョイ,名詞,明智探偵,固有名詞,1,4,362,365,0.0027397260273972603,0.00546448087431694,0.25,3.160595763125968
恐縮,名詞,明智探偵,固有名詞,1,3,362,364,0.0027472527472527475,0.005479452054794521,0.3333333333333333,3.5756332624048115
あたり,名詞,明智探偵,固有名詞,1,4,362,365,0.0027397260273972603,0.00546448087431694,0.25,3.160595763125968
怪人二十面相,固有名詞,親,名詞,1,543,2,544,0.001838235294117647,0.003669724770642202,0.5,3.5756332624048115
しゅんかん,名詞,明智探偵,固有名詞,1,3,362,364,0.0027472527472527475,0.005479452054794521,0.3333333333333333,3.5756332624048115
明智探偵,固有名詞,胸ぐら,名詞,1,362,1,362,0.0027624309392265192,0.005509641873278237,1.0,5.160595763125968
古,名詞,明智探偵,固有名詞,1,7,362,368,0.002717391304347826,0.005420054200542005,0.14285714285714285,2.353240841068364
受け答え,名詞,明智探偵,固有名詞,1,1,362,362,0.0027624309392265192,0.005509641873278237,1.0,5.160595763125968
明智探偵,固有名詞,落ちつき,名詞,1,362,1,362,0.0027624309392265192,0.005509641873278237,1.0,5.160595763125968
ごし,名詞,明智探偵,固有名詞,1,2,362,363,0.0027548209366391185,0.005494505494505495,0.5,4.160595763125968
明智探偵,固有名詞,異状,名詞,1,362,6,367,0.0027247956403269754,0.005434782608695652,0.16666666666666666,2.5756332624048115
てい,名詞,明智探偵,固有名詞,1,1,362,362,0.0027624309392265192,0.005509641873278237,1.0,5.160595763125968
明智探偵,固有名詞,狂乱,名詞,1,362,1,362,0.0027624309392265192,0.005509641873278237,1.0,5.160595763125968
なにごと,名詞,明智探偵,固有名詞,1,3,362,364,0.0027472527472527475,0.005479452054794521,0.3333333333333333,3.5756332624048115
かない,名詞,明智探偵,固有名詞,1,1,362,362,0.0027624309392265192,0.005509641873278237,1.0,5.160595763125968
明智探偵,固有名詞,背,名詞,1,362,5,366,0.00273224043715847,0.005449591280653951,0.2,2.8386676682386054
ちっと,名詞,明智探偵,固有名詞,1,2,362,363,0.0027548209366391185,0.005494505494505495,0.5,4.160595763125968
たくらみ,名詞,怪人二十面相,固有名詞,1,1,543,543,0.001841620626151013,0.003676470588235294,1.0,4.5756332624048115
わな,名詞,明智探偵,固有名詞,1,18,362,379,0.002638522427440633,0.005263157894736842,0.05555555555555555,0.9906707616836553
明智探偵,固有名詞,血,名詞,1,362,4,365,0.0027397260273972603,0.00546448087431694,0.25,3.160595763125968
命,名詞,明智探偵,固有名詞,1,8,362,369,0.0027100271002710027,0.005405405405405406,0.125,2.160595763125968
明智探偵,固有名詞,身辺,名詞,1,362,2,363,0.0027548209366391185,0.005494505494505495,0.5,4.160595763125968
国宝,名詞,怪人二十面相,固有名詞,1,11,543,553,0.0018083182640144665,0.0036101083032490976,0.09090909090909091,1.1162016437675142
入り口,名詞,明智探偵,固有名詞,1,13,362,374,0.00267379679144385,0.005333333333333333,0.07692307692307693,1.4601560449848756
えんりょ,名詞,明智探偵,固有名詞,1,1,362,362,0.0027624309392265192,0.005509641873278237,1.0,5.160595763125968
ならわし,名詞,明智探偵,固有名詞,1,1,362,362,0.0027624309392265192,0.005509641873278237,1.0,5.160595763125968
いびき,名詞,明智探偵,固有名詞,1,1,362,362,0.0027624309392265192,0.005509641873278237,1.0,5.160595763125968
明智探偵,固有名詞,腰,名詞,1,362,7,368,0.002717391304347826,0.005420054200542005,0.14285714285714285,2.353240841068364
怪人二十面相,固有名詞,茶色,名詞,1,543,1,543,0.001841620626151013,0.003676470588235294,1.0,4.5756332624048115
台所,名詞,明智探偵,固有名詞,1,2,362,363,0.0027548209366391185,0.005494505494505495,0.5,4.160595763125968
下男,名詞,明智探偵,固有名詞,1,3,362,364,0.0027472527472527475,0.005479452054794521,0.3333333333333333,3.5756332624048115
つど,名詞,明智探偵,固有名詞,1,1,362,362,0.0027624309392265192,0.005509641873278237,1.0,5.160595763125968
タクシー,名詞,怪人二十面相,固有名詞,1,2,543,544,0.001838235294117647,0.003669724770642202,0.5,3.5756332624048115
怪人二十面相,固有名詞,方向,名詞,1,543,1,543,0.001841620626151013,0.003676470588235294,1.0,4.5756332624048115
人目,名詞,明智探偵,固有名詞,1,2,362,363,0.0027548209366391185,0.005494505494505495,0.5,4.160595763125968
まぶた,名詞,怪人二十面相,固有名詞,1,1,543,543,0.001841620626151013,0.003676470588235294,1.0,4.5756332624048115
ひとりぼっち,名詞,怪人二十面相,固有名詞,1,1,543,543,0.001841620626151013,0.003676470588235294,1.0,4.5756332624048115
団体,名詞,明智探偵,固有名詞,1,1,362,362,0.0027624309392265192,0.005509641873278237,1.0,5.160595763125968
方面,名詞,明智探偵,固有名詞,1,2,362,363,0.0027548209366391185,0.005494505494505495,0.5,4.160595763125968
明智探偵,固有名詞,職業,名詞,1,362,3,364,0.0027472527472527475,0.005479452054794521,0.3333333333333333,3.5756332624048115
名作,名詞,怪人二十面相,固有名詞,1,1,543,543,0.001841620626151013,0.003676470588235294,1.0,4.5756332624048115
明智探偵,固有名詞,時間,名詞,1,362,10,371,0.0026954177897574125,0.005376344086021506,0.1,1.8386676682386054
怪人二十面相,固有名詞,界,名詞,1,543,2,544,0.001838235294117647,0.003669724770642202,0.5,3.5756332624048115
心がけ,名詞,明智探偵,固有名詞,1,1,362,362,0.0027624309392265192,0.005509641873278237,1.0,5.160595763125968
凱旋,名詞,明智探偵,固有名詞,1,1,362,362,0.0027624309392265192,0.005509641873278237,1.0,5.160595763125968
招き,名詞,明智探偵,固有名詞,1,1,362,362,0.0027624309392265192,0.005509641873278237,1.0,5.160595763125968
ダイヤ,名詞,怪人二十面相,固有名詞,1,4,543,546,0.0018315018315018315,0.003656307129798903,0.25,2.5756332624048115
ウン,名詞,怪人二十面相,固有名詞,1,11,543,553,0.0018083182640144665,0.0036101083032490976,0.09090909090909091,1.1162016437675142
しまつ,名詞,明智探偵,固有名詞,1,3,362,364,0.0027472527472527475,0.005479452054794521,0.3333333333333333,3.5756332624048115
く,名詞,明智探偵,固有名詞,1,1,362,362,0.0027624309392265192,0.005509641873278237,1.0,5.160595763125968
ばせ,名詞,明智探偵,固有名詞,1,1,362,362,0.0027624309392265192,0.005509641873278237,1.0,5.160595763125968
公,名詞,明智探偵,固有名詞,1,2,362,363,0.0027548209366391185,0.005494505494505495,0.5,4.160595763125968
明智探偵,固有名詞,着,名詞,1,362,1,362,0.0027624309392265192,0.005509641873278237,1.0,5.160595763125968
たばこ,名詞,明智探偵,固有名詞,1,5,362,366,0.00273224043715847,0.005449591280653951,0.2,2.8386676682386054
明智探偵,固有名詞,胸,名詞,1,362,8,369,0.0027100271002710027,0.005405405405405406,0.125,2.160595763125968
明智探偵,固有名詞,灰,名詞,1,362,1,362,0.0027624309392265192,0.005509641873278237,1.0,5.160595763125968
ころ,名詞,明智探偵,固有名詞,1,6,362,367,0.0027247956403269754,0.005434782608695652,0.16666666666666666,2.5756332624048115
大通り,名詞,怪人二十面相,固有名詞,1,1,543,543,0.001841620626151013,0.003676470588235294,1.0,4.5756332624048115
しぐさ,名詞,明智探偵,固有名詞,1,1,362,362,0.0027624309392265192,0.005509641873278237,1.0,5.160595763125968
怪人二十面相,固有名詞,横町,名詞,1,543,1,543,0.001841620626151013,0.003676470588235294,1.0,4.5756332624048115
小,名詞,怪人二十面相,固有名詞,1,1,543,543,0.001841620626151013,0.003676470588235294,1.0,4.5756332624048115
おそれ,名詞,明智探偵,固有名詞,1,3,362,364,0.0027472527472527475,0.005479452054794521,0.3333333333333333,3.5756332624048115
年,名詞,明智探偵,固有名詞,1,6,362,367,0.0027247956403269754,0.005434782608695652,0.16666666666666666,2.5756332624048115
明智探偵,固有名詞,通知,名詞,1,362,3,364,0.0027472527472527475,0.005479452054794521,0.3333333333333333,3.5756332624048115
ばあい,名詞,明智探偵,固有名詞,1,4,362,365,0.0027397260273972603,0.00546448087431694,0.25,3.160595763125968
ん,名詞,明智探偵,固有名詞,1,6,362,367,0.0027247956403269754,0.005434782608695652,0.16666666666666666,2.5756332624048115
